2017-04-24 10:12:09	internet connection error
2017-04-24 10:12:09	26.7000
2017-04-24 10:12:10	internet connection error
2017-04-24 10:12:10	26.7000
2017-04-24 10:12:10	internet connection error
2017-04-24 10:12:10	26.7000
2017-04-24 10:12:11	internet connection error
2017-04-24 10:12:11	26.7000
2017-04-24 10:13:21	Send OK
2017-04-24 10:14:12	Send OK
2017-04-24 10:15:12	Send OK
2017-04-24 10:16:12	Send OK
2017-04-24 10:17:12	Send OK
2017-04-24 10:18:15	Send OK
2017-04-24 10:19:12	Send OK
2017-04-24 10:20:12	Send OK
2017-04-24 10:21:21	Send OK
2017-04-24 10:22:15	internet connection error
2017-04-24 10:22:15	26.7000
2017-04-24 10:22:16	internet connection error
2017-04-24 10:22:16	26.7000
2017-04-24 10:22:16	internet connection error
2017-04-24 10:22:16	26.7000
2017-04-24 10:22:17	internet connection error
2017-04-24 10:22:17	26.7000
2017-04-24 10:27:18	Send OK
2017-04-24 10:32:22	Send OK
2017-04-24 10:37:19	Send OK
2017-04-24 10:42:18	Send OK
2017-04-24 10:45:28	internet connection error
2017-04-24 10:45:28	26.7000
2017-05-07 11:20:20	Send OK
2017-05-07 11:20:47	Send OK
2017-05-07 11:20:47	Send OK
2017-05-07 11:25:40	Send OK
2017-05-07 11:30:40	Send OK
2017-05-07 11:35:40	Send OK
2017-05-07 11:40:42	Send OK
2017-05-07 11:45:41	Send OK
2017-05-07 11:50:41	Send OK
2017-05-07 11:55:40	Send OK
2017-05-07 12:00:40	Send OK
2017-05-07 12:03:51	Send OK
2017-05-07 12:03:52	Send OK
2017-05-07 12:03:55	Send OK
2017-05-07 12:05:42	Send OK
2017-05-07 12:10:37	Send OK
2017-05-07 12:10:38	Send OK
2017-05-07 12:10:39	Send OK
2017-05-07 12:10:39	Send OK
2017-05-07 12:14:30	Send OK
2017-05-07 12:14:54	internet connection error
2017-05-07 12:14:54	26.7000
2017-05-07 12:15:43	Send OK
2017-05-07 12:15:44	Send OK
2017-05-07 12:15:46	Send OK
2017-05-07 12:20:46	Send OK
2017-05-07 12:25:47	Send OK
2017-05-07 12:30:46	Send OK
2017-05-07 12:34:15	Send OK
2017-05-07 12:34:34	Send OK
2017-05-07 12:35:46	Send OK
2017-05-07 12:35:55	Send OK
2017-05-07 12:37:06	Send OK
2017-05-07 12:40:46	Send OK
2017-05-07 13:05:58	ERROR: No argument!!!
2017-05-07 13:07:42	Send OK
2017-05-07 13:13:23	Send OK
2017-05-07 13:13:24	Send OK
2017-05-07 13:13:27	Send OK
2017-05-07 13:18:23	Send OK
2017-05-07 13:20:53	internet connection error
2017-05-07 13:20:53	26.7000
2017-05-07 13:20:54	internet connection error
2017-05-07 13:20:54	26.7000
2017-05-07 13:20:54	internet connection error
2017-05-07 13:20:54	26.7000
2017-05-07 13:20:55	internet connection error
2017-05-07 13:20:55	26.7000
2017-05-07 13:26:00	Send OK
2017-05-07 13:30:58	Send OK
2017-05-07 13:32:32	Send OK
2017-05-07 13:32:32	Send OK
2017-05-07 13:32:33	Send OK
2017-05-07 13:37:36	Send OK
